student_id,class_id,school_id,county_id,gender,sibling_num,mo_edu,fa_edu,sr_w_m,sr_w_f,sr_w_sib,sr_w_grand,sr_w_othre,sr_w_othnon,boarding,grade9,relationshi,frequency,living_area,pr_w_m,pr_w_f,pr_w_sib,pr_w_grand,pr_w_othre,pr_w_othnon,left_behind,participation_level,mo_code,fa_code,parent_code,parent_edu_l,parent_edu_m,parent_edu_h,female,has_siblings,urbanicity_level,standard_living
9765,240,62,16,female,2,Junior high school,Finished elementary school,0,0,1,0,0,0,0,1,Other relative female,Never,Rural area,0,0,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
9775,240,62,16,female,2,Finished elementary school,Senior high school,0,0,1,0,1,0,0,1,Other relative female,Once a year,Rural area,0,0,1,0,1,0,0,low,1,2,2,0,1,0,1,1,rural,0
9776,240,62,16,male,1,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Never,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,semi_urban,1
9777,240,62,16,female,1,Junior high school,Junior high school,0,0,0,1,0,0,0,1,Grandmother on mother's/father's side,Never,Central area of the city/county,0,0,0,1,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,0
9783,240,62,16,male,2,Junior high school,Senior high school,1,1,1,0,0,0,0,1,Biological father,Never,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,2,2,0,1,0,0,1,semi_urban,1
9787,240,62,16,female,1,Finished elementary school,Finished elementary school,0,0,1,1,0,0,0,1,Grandfather on mother's/father's side,Never,Central area of the city/county,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,0
9788,241,62,16,male,1,Junior high school,Senior high school,1,0,1,1,0,0,0,1,Biological mother,Never,Central area of the city/county,1,0,1,1,0,0,0,low,1,2,2,0,1,0,0,1,urban_core,0
9791,241,62,16,male,1,Finished elementary school,Junior high school,1,1,0,0,0,0,1,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9793,241,62,16,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Once a year,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,semi_urban,1
9804,241,62,16,female,1,Junior high school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Outskirts of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,semi_urban,1
9805,241,62,16,male,1,Junior high school,Junior high school,1,1,1,1,0,0,0,1,Biological father,Once a year,Central area of the city/county,1,1,1,1,0,0,0,low,1,1,1,1,0,0,0,1,urban_core,1
9807,241,62,16,female,2,Bachelor degree,Senior high school,0,0,0,1,0,0,0,1,Grandmother on mother's/father's side,More than once a week,Central area of the city/county,0,0,0,1,0,0,0,high,3,2,3,0,0,1,1,1,urban_core,0
9812,241,62,16,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,1,1,Biological mother,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
9813,241,62,16,female,1,Finished elementary school,Senior high school,1,0,1,0,1,0,0,1,Biological mother,Never,Central area of the city/county,1,0,1,0,1,0,0,low,1,2,2,0,1,0,1,1,urban_core,0
9815,241,62,16,male,1,Finished elementary school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,urban_core,1
9818,241,62,16,female,4,Junior high school,Junior high school,0,0,0,0,1,0,0,1,Other relative female,Never,Central area of the city/county,0,0,0,0,1,0,0,low,1,1,1,1,0,0,1,1,urban_core,0
9819,241,62,16,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,urban_core,1
9823,241,62,16,male,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,urban_core,1
9826,241,62,16,male,0,Junior high school,Junior high school,1,1,0,0,1,0,0,1,Biological father,Never,Central area of the city/county,1,1,0,0,1,0,0,low,1,1,1,1,0,0,0,0,urban_core,1
9827,241,62,16,male,2,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,urban_core,1
9828,241,62,16,male,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,urban_core,1
9830,241,62,16,female,1,Finished elementary school,Junior high school,1,0,1,0,0,0,0,1,Biological mother,Never,Outskirts of the city/county,1,0,1,0,0,0,0,low,1,1,1,1,0,0,1,1,semi_urban,0
9831,241,62,16,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
9833,241,62,16,male,3,Finished elementary school,Junior high school,1,1,0,0,0,0,1,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9835,241,62,16,female,1,Finished elementary school,Junior high school,0,0,1,1,0,0,0,1,Grandfather on mother's/father's side,Never,Central area of the city/county,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,0
9837,241,62,16,male,1,None,Finished elementary school,1,1,0,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,urban_core,1
9840,241,62,16,male,1,Junior high school,Senior high school,1,0,1,1,0,0,0,1,Biological mother,Once a year,Outskirts of the city/county,1,0,1,1,0,0,0,low,1,2,2,0,1,0,0,1,semi_urban,0
9841,241,62,16,male,2,Finished elementary school,Finished elementary school,1,0,1,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,0,1,0,0,0,0,low,1,1,1,1,0,0,0,1,urban_core,0
9844,242,63,16,female,3,Finished elementary school,Junior high school,1,1,1,1,0,0,0,0,Biological father,Never,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
9846,242,63,16,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological father,Once every half year,Rural area,1,1,1,0,0,0,0,moderate,1,1,1,1,0,0,1,1,rural,1
9848,242,63,16,female,1,Finished elementary school,Junior high school,0,0,0,1,0,0,0,0,Grandmother on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
9855,242,63,16,male,1,Junior high school,Finished elementary school,1,1,0,0,0,0,0,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9856,242,63,16,female,1,Finished elementary school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
9864,242,63,16,male,1,Junior high school,Junior high school,1,0,1,0,0,0,0,0,Biological father,Once a year,Rural area,1,0,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
9870,242,63,16,female,1,Finished elementary school,Junior high school,0,0,0,1,0,0,0,0,Biological father,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
9876,242,63,16,male,1,Finished elementary school,Senior high school,0,1,1,0,0,0,0,0,Biological father,Never,Rural area,0,1,1,0,0,0,0,low,1,2,2,0,1,0,0,1,rural,0
9878,242,63,16,female,1,Finished elementary school,Finished elementary school,0,1,1,1,0,0,0,0,Grandfather on mother's/father's side,Never,Rural area,0,1,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
9879,242,63,16,female,1,Finished elementary school,Finished elementary school,1,1,0,0,0,0,0,0,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
9882,242,63,16,male,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9885,242,63,16,female,1,Junior high school,Junior high school,0,0,1,1,0,0,0,0,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
9887,242,63,16,male,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9889,242,63,16,male,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9898,243,63,16,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
9901,243,63,16,male,1,Finished elementary school,Junior high school,1,0,1,0,0,0,0,0,Biological mother,Never,Rural area,1,0,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
9902,243,63,16,male,2,None,None,1,1,1,1,0,0,0,0,Biological mother,Never,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9903,243,63,16,female,3,Junior high school,Junior high school,0,0,1,1,0,0,0,0,Biological father,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
9905,243,63,16,male,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9909,243,63,16,male,1,Finished elementary school,Junior high school,1,1,1,1,0,0,0,0,Biological father,Never,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9910,243,63,16,male,1,Finished elementary school,Junior high school,1,1,1,1,0,0,0,0,Biological father,Never,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9912,243,63,16,female,2,Finished elementary school,Junior high school,0,0,1,1,0,0,0,0,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,1,low,1,1,1,1,0,0,1,1,rural,0
9914,243,63,16,female,1,Junior high school,Finished elementary school,1,1,1,0,0,0,0,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
9922,243,63,16,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological mother,Once a year,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
9923,243,63,16,female,1,Junior high school,Junior high school,1,1,1,1,0,0,0,0,Biological mother,Never,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
9927,243,63,16,male,0,Junior high school,Senior high school,1,0,0,0,0,0,0,0,Biological mother,Never,Rural area,1,0,0,0,0,0,0,low,1,2,2,0,1,0,0,0,rural,0
9929,243,63,16,male,1,Finished elementary school,Junior high school,1,1,0,0,0,0,0,0,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9940,243,63,16,male,1,Junior high school,Junior high school,0,0,0,1,0,0,0,0,Grandfather on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
9948,244,63,16,male,1,Junior high school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Once a year,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9949,244,63,16,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
9950,244,63,16,male,0,Junior high school,Junior high school,0,0,0,1,0,0,0,1,Grandfather on mother's/father's side,Once a year,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,0,0,rural,0
9951,244,63,16,male,0,Junior high school,Junior high school,1,1,0,1,0,0,0,1,Biological mother,Never,Rural area,1,1,0,1,0,0,0,low,1,1,1,1,0,0,0,0,rural,1
9956,244,63,16,male,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Other relative female,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9958,244,63,16,female,0,Junior high school,Junior high school,0,1,1,1,0,0,1,1,Biological father,Once every half year,Rural area,0,1,1,1,0,0,0,moderate,1,1,1,1,0,0,1,0,rural,0
9959,244,63,16,male,3,Junior high school,Junior high school,0,0,1,1,0,0,0,1,Grandfather on mother's/father's side,Once a year,Outskirts of the city/county,0,0,1,1,0,0,0,low,1,1,1,1,0,0,0,1,semi_urban,0
9966,244,63,16,female,1,Junior high school,Junior high school,0,0,0,0,1,0,0,1,Other relative female,Never,Rural area,0,0,0,0,1,0,0,low,1,1,1,1,0,0,1,1,rural,0
9969,244,63,16,female,2,Junior high school,Senior high school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,low,1,2,2,0,1,0,1,1,urban_core,1
9974,244,63,16,male,1,Junior high school,Junior high school,1,1,1,0,1,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,1,0,0,low,1,1,1,1,0,0,0,1,urban_core,1
9976,244,63,16,male,2,Junior high school,Senior high school,1,0,1,0,0,0,1,1,Biological mother,Never,Rural area,1,0,1,0,0,0,0,low,1,2,2,0,1,0,0,1,rural,0
9977,244,63,16,male,1,Finished elementary school,Junior high school,0,0,1,1,0,0,1,1,Grandmother on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
9979,244,63,16,male,1,Junior high school,Junior high school,1,1,0,0,0,0,1,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9984,244,63,16,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
9986,244,63,16,male,1,Finished elementary school,Finished elementary school,1,1,0,0,0,0,0,1,Biological father,Once a year,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
9987,244,63,16,female,1,Finished elementary school,Junior high school,0,0,1,1,0,0,0,1,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
9988,244,63,16,male,0,Junior high school,Junior high school,0,0,0,1,0,0,0,1,Grandmother on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,0,0,rural,0
9989,244,63,16,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
9991,244,63,16,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Once every half year,Rural area,1,1,1,0,0,0,0,moderate,1,1,1,1,0,0,1,1,rural,1
9992,244,63,16,male,1,Finished elementary school,Finished elementary school,1,1,1,1,0,0,0,1,Other relative male,Once a year,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
10000,245,63,16,male,1,Finished elementary school,Finished elementary school,0,0,0,1,0,0,1,1,Biological father,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
10002,245,63,16,female,1,Junior high school,Finished elementary school,1,1,1,1,0,0,1,1,Grandfather on mother's/father's side,Never,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
10003,245,63,16,female,2,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Once a year,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
10004,245,63,16,female,1,Junior high school,Junior high school,0,0,0,0,1,0,0,1,Biological father,Never,Central area of the city/county,0,0,0,0,1,0,0,low,1,1,1,1,0,0,1,1,urban_core,0
10008,245,63,16,male,2,Finished elementary school,Junior high school,1,1,1,1,0,0,0,1,Biological father,Never,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
10010,245,63,16,male,1,Finished elementary school,Senior high school,0,1,1,0,0,0,0,1,Biological father,Never,Rural area,0,1,1,0,0,0,0,low,1,2,2,0,1,0,0,1,rural,0
10011,245,63,16,male,1,Junior high school,Finished elementary school,1,1,1,0,1,0,0,1,Biological father,Once every half year,Rural area,1,1,1,0,1,0,0,moderate,1,1,1,1,0,0,0,1,rural,1
10012,245,63,16,female,2,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
10017,245,63,16,male,1,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Once a year,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
10021,245,63,16,female,1,Finished elementary school,Junior high school,0,0,0,1,0,0,0,1,Grandmother on mother's/father's side,Once a year,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
10025,245,63,16,female,2,Junior high school,Finished elementary school,1,1,1,1,0,0,0,1,Biological father,Once a year,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
10027,245,63,16,female,1,Junior high school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
10031,245,63,16,female,1,Finished elementary school,Junior high school,0,0,0,1,1,0,0,1,Grandfather on mother's/father's side,Once a year,Rural area,0,0,0,1,1,0,0,low,1,1,1,1,0,0,1,1,rural,0
10039,245,63,16,male,0,Finished elementary school,Finished elementary school,1,0,0,0,0,0,1,1,Biological mother,Never,Rural area,1,0,0,0,0,0,0,low,1,1,1,1,0,0,0,0,rural,0
10043,245,63,16,female,2,Finished elementary school,Finished elementary school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
10045,246,64,16,female,2,Junior high school,Junior high school,1,1,1,1,0,0,0,0,Biological father,Never,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
10046,246,64,16,female,1,Junior high school,Junior high school,0,0,0,1,0,0,0,0,Grandfather on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
10047,246,64,16,female,1,Finished elementary school,Finished elementary school,0,0,1,1,0,0,0,0,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
10052,246,64,16,female,1,Junior high school,Junior high school,0,0,1,1,0,0,0,0,Grandfather on mother's/father's side,Never,Outskirts of the city/county,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,semi_urban,0
10055,246,64,16,female,2,Finished elementary school,Finished elementary school,1,1,1,0,0,0,1,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
10060,246,64,16,male,1,Junior high school,Junior high school,0,0,0,1,0,0,0,0,Grandfather on mother's/father's side,Once every half year,Rural area,0,0,0,1,0,0,0,moderate,1,1,1,1,0,0,0,1,rural,0
10062,246,64,16,male,1,Finished elementary school,Finished elementary school,1,1,0,0,0,0,1,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
10064,246,64,16,male,1,None,Junior high school,1,0,0,0,0,0,1,0,Biological mother,Never,Rural area,1,0,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
10065,246,64,16,male,1,Finished elementary school,Finished elementary school,0,0,1,1,0,0,1,0,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
10066,246,64,16,female,1,None,Finished elementary school,1,1,1,0,0,0,0,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
10067,246,64,16,male,1,Junior high school,Junior high school,0,0,1,1,0,0,1,0,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,0,1,rural,0
10072,247,64,16,female,2,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
10074,247,64,16,male,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
10075,247,64,16,female,2,Finished elementary school,Finished elementary school,1,1,0,0,0,0,1,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
10076,247,64,16,male,1,None,None,1,1,1,0,0,0,1,1,Biological mother,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
10080,247,64,16,female,1,Junior high school,Junior high school,0,0,1,1,0,0,0,1,Grandfather on mother's/father's side,Never,Rural area,0,0,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,0
10086,247,64,16,male,1,None,Finished elementary school,1,1,0,0,0,0,0,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
10091,247,64,16,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Central area of the city/county,1,1,1,0,0,0,0,low,1,1,1,1,0,0,1,1,urban_core,1
10094,247,64,16,male,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
10098,247,64,16,male,0,Finished elementary school,None,1,1,0,0,0,0,0,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,0,rural,1
10100,247,64,16,male,1,Junior high school,Junior high school,1,1,0,0,0,0,1,1,Biological mother,Never,Rural area,1,1,0,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
10102,247,64,16,male,2,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,low,1,1,1,1,0,0,0,1,rural,1
10106,247,64,16,female,2,Finished elementary school,Finished elementary school,1,1,1,1,0,0,1,1,Biological father,Never,Rural area,1,1,1,1,0,0,0,low,1,1,1,1,0,0,1,1,rural,1
10108,247,64,16,male,1,Finished elementary school,Finished elementary school,0,0,0,1,0,0,0,1,Grandfather on mother's/father's side,Once a week,Rural area,0,0,0,1,0,0,0,high,1,1,1,1,0,0,0,1,rural,0
10111,248,65,17,male,0,Vocational high school,Vocational high school,1,1,0,1,0,0,0,0,Biological father,More than once a week,Central area of the city/county,1,1,0,1,0,0,0,high,2,2,2,0,1,0,0,0,urban_core,1
10116,248,65,17,male,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,0,low,3,3,3,0,0,1,0,0,urban_core,1
10118,248,65,17,female,0,Bachelor degree,Junior college,1,1,0,1,0,0,0,0,Biological mother,Once a year,Outskirts of the city/county,1,1,0,1,0,0,0,low,3,3,3,0,0,1,1,0,semi_urban,1
10121,248,65,17,male,0,Senior high school,Senior high school,1,1,0,1,0,0,0,0,Biological mother,Once a year,Central area of the city/county,1,1,0,1,0,0,0,low,2,2,2,0,1,0,0,0,urban_core,1
10122,248,65,17,male,0,Bachelor degree,Bachelor degree,1,1,0,1,0,0,0,0,Biological mother,More than once a week,Central area of the city/county,1,1,0,1,0,0,0,high,3,3,3,0,0,1,0,0,urban_core,1
10124,248,65,17,female,0,Master degree or higher,Bachelor degree,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,3,3,0,0,1,1,0,urban_core,1
10125,248,65,17,female,0,Senior high school,Master degree or higher,1,1,0,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,0,low,2,3,3,0,0,1,1,0,urban_core,1
10128,248,65,17,female,0,Senior high school,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,1,0,urban_core,1
10131,248,65,17,female,0,Bachelor degree,Bachelor degree,1,1,0,1,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,0,1,0,0,0,low,3,3,3,0,0,1,1,0,semi_urban,1
10133,248,65,17,female,0,Junior college,Junior college,1,1,0,1,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,1,0,0,0,moderate,3,3,3,0,0,1,1,0,urban_core,1
10134,248,65,17,female,1,Senior high school,Bachelor degree,1,1,1,1,0,0,0,0,Biological mother,Once a month,Central area of the city/county,1,1,1,1,0,0,0,high,2,3,3,0,0,1,1,1,urban_core,1
10135,248,65,17,female,0,Bachelor degree,Junior college,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,3,3,0,0,1,1,0,urban_core,1
10142,248,65,17,female,0,Junior college,Junior college,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,3,3,0,0,1,1,0,urban_core,1
10145,248,65,17,male,0,Bachelor degree,Vocational high school,1,1,0,0,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,low,3,2,3,0,0,1,0,0,urban_core,1
10146,248,65,17,male,1,Technical secondary school or technical school,Senior high school,1,1,1,1,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,1,1,0,0,0,low,2,2,2,0,1,0,0,1,urban_core,1
10148,248,65,17,male,0,Bachelor degree,Bachelor degree,1,1,0,0,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,3,3,3,0,0,1,0,0,urban_core,1
10151,248,65,17,female,1,Junior high school,Senior high school,1,1,1,0,0,0,1,0,Biological mother,Once a year,Central area of the city/county,1,1,1,0,0,0,0,low,1,2,2,0,1,0,1,1,urban_core,1
10154,248,65,17,female,0,Senior high school,Junior college,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,2,3,3,0,0,1,1,0,urban_core,1
10162,249,65,17,male,1,Senior high school,Senior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Central area of the city/county,1,1,1,0,0,0,0,low,2,2,2,0,1,0,0,1,urban_core,1
10165,249,65,17,male,1,Bachelor degree,Master degree or higher,1,1,0,1,0,0,0,0,Biological father,More than once a week,Central area of the city/county,1,1,0,1,0,0,0,high,3,3,3,0,0,1,0,1,urban_core,1
10166,249,65,17,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,0,semi_urban,1
10167,249,65,17,male,0,Senior high school,Bachelor degree,1,1,0,1,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,1,0,1,0,0,0,low,2,3,3,0,0,1,0,0,semi_urban,1
10168,249,65,17,female,0,Technical secondary school or technical school,Technical secondary school or technical school,1,1,0,0,0,0,1,0,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,moderate,2,2,2,0,1,0,1,0,urban_core,1
10169,249,65,17,male,0,Vocational high school,Vocational high school,1,1,0,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,0,low,2,2,2,0,1,0,0,0,urban_core,1
10170,249,65,17,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Once a year,Outskirts of the city/county,1,1,0,0,0,0,0,low,1,1,1,1,0,0,1,0,semi_urban,1
