student_id,class_id,school_id,county_id,gender,sibling_num,mo_edu,fa_edu,sr_w_m,sr_w_f,sr_w_sib,sr_w_grand,sr_w_othre,sr_w_othnon,boarding,grade9,relationshi,frequency,living_area,pr_w_m,pr_w_f,pr_w_sib,pr_w_grand,pr_w_othre,pr_w_othnon,left_behind,freq_binary,mo_edu_level,fa_edu_level,parent_edu,female,urbanicity_level,has_siblings,living_list,standard_living
9067,227,59,15,male,0,Junior college,Senior high school,1,1,0,1,0,0,1,0,Biological father,Once a year,Rural area,1,1,0,1,0,0,0,0,h,m,h,0,3.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
9068,227,59,15,male,1,Finished elementary school,Junior high school,1,1,1,0,0,0,1,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9070,228,59,15,female,0,Junior high school,Junior high school,1,1,0,1,0,0,1,1,Biological father,Once a month,Rural area,1,1,0,1,0,0,0,1,l,l,l,1,3.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
9071,228,59,15,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,1,1,Biological mother,Once every half year,Rural area,1,1,1,0,0,0,0,1,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9073,228,59,15,male,0,Finished elementary school,Finished elementary school,1,1,0,0,0,0,1,1,Biological father,Once every half year,Rural area,1,1,0,0,0,0,0,1,l,l,l,0,3.0,0,"['sr_w_m', 'sr_w_f']",1
9074,228,59,15,female,1,Finished elementary school,Junior high school,1,0,1,1,0,0,0,1,Biological mother,Once a year,Towns outside the city/county,1,0,1,1,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_sib', 'sr_w_grand']",0
9075,228,59,15,female,1,Finished elementary school,Finished elementary school,1,1,0,0,0,0,1,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f']",1
9076,228,59,15,female,1,Junior high school,Junior high school,1,1,1,0,0,0,1,1,Biological mother,Once every half year,Rural area,1,1,1,0,0,0,0,1,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9078,228,59,15,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,1,1,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9080,228,59,15,female,1,Junior high school,Junior high school,0,0,0,1,0,0,1,1,Grandfather on mother's/father's side,Once a year,Rural area,0,0,0,1,0,0,0,0,l,l,l,1,3.0,1,['sr_w_grand'],0
9081,228,59,15,male,1,Junior high school,Junior high school,1,1,0,1,0,0,1,1,Biological father,More than once a week,Outskirts of the city/county,1,1,0,1,0,0,0,1,l,l,l,0,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
9082,228,59,15,female,2,Finished elementary school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9083,228,59,15,female,0,Junior high school,Junior high school,1,1,0,0,0,0,0,1,Biological mother,Once every half year,Towns outside the city/county,1,1,0,0,0,0,0,1,l,l,l,1,2.0,0,"['sr_w_m', 'sr_w_f']",1
9084,228,59,15,female,1,Junior high school,Junior high school,0,0,0,1,0,0,0,1,Biological mother,Once every half year,Towns outside the city/county,0,0,0,1,0,0,0,1,l,l,l,1,2.0,1,['sr_w_grand'],0
9086,228,59,15,female,2,Finished elementary school,Finished elementary school,1,1,1,1,0,0,1,1,Biological mother,Never,Rural area,1,1,1,1,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
9087,228,59,15,female,1,Junior high school,Finished elementary school,1,1,1,1,0,0,1,1,Biological father,Once a month,Rural area,1,1,1,1,0,0,0,1,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
9088,228,59,15,female,2,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9089,228,59,15,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9090,228,59,15,female,1,Finished elementary school,Junior high school,1,1,1,1,0,0,1,1,Biological mother,Never,Rural area,1,1,1,1,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
9091,228,59,15,male,1,Junior high school,Junior high school,0,0,1,1,1,0,1,1,Biological father,Never,Rural area,0,0,1,1,1,0,0,0,l,l,l,0,3.0,1,"['sr_w_sib', 'sr_w_grand', 'sr_w_othre']",0
9092,228,59,15,female,1,Junior high school,Junior high school,1,0,1,0,0,0,1,1,Biological mother,Never,Towns outside the city/county,1,0,1,0,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_sib']",0
9095,228,59,15,female,1,Finished elementary school,Finished elementary school,1,1,1,1,0,0,1,1,Biological father,Once every half year,Rural area,1,1,1,1,0,0,0,1,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
9096,228,59,15,male,1,Junior high school,Finished elementary school,1,1,0,0,0,0,1,1,Biological mother,Once a year,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f']",1
9097,228,59,15,male,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,1,1,Biological father,Once every half year,Rural area,1,1,1,0,0,0,0,1,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9099,228,59,15,male,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,1,Biological father,Once every half year,Rural area,1,1,1,0,0,0,0,1,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9101,228,59,15,female,1,Junior high school,Finished elementary school,1,1,1,1,0,0,1,1,Biological mother,Once every half year,Rural area,1,1,1,1,0,0,0,1,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
9102,228,59,15,female,1,Finished elementary school,Junior high school,0,0,0,0,1,0,1,1,Biological father,Once a year,Rural area,0,0,0,0,1,0,0,0,l,l,l,1,3.0,1,['sr_w_othre'],0
9105,228,59,15,female,2,Junior high school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9106,228,59,15,male,1,Finished elementary school,Junior high school,1,1,1,1,0,0,1,1,Biological father,Never,Rural area,1,1,1,1,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
9109,228,59,15,male,0,Finished elementary school,Finished elementary school,1,1,0,0,0,0,1,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,0,"['sr_w_m', 'sr_w_f']",1
9110,228,59,15,male,1,Junior high school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9111,228,59,15,female,1,Junior high school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Once a year,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9113,228,59,15,female,1,Junior high school,Finished elementary school,1,1,0,1,0,0,1,1,Biological mother,Never,Rural area,1,1,0,1,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
9120,229,59,15,female,1,Junior high school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Once a year,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9122,229,59,15,male,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9128,229,59,15,male,0,Finished elementary school,Junior high school,1,0,0,0,0,0,1,1,Biological mother,Never,Rural area,1,0,0,0,0,0,0,0,l,l,l,0,3.0,0,['sr_w_m'],0
9135,229,59,15,female,1,Junior high school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9137,229,59,15,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,More than once a week,Rural area,1,1,1,0,0,0,0,1,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9139,229,59,15,male,0,Junior high school,Finished elementary school,1,1,0,0,0,0,0,1,Biological mother,Once a year,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,0,"['sr_w_m', 'sr_w_f']",1
9140,229,59,15,female,2,Junior high school,Finished elementary school,1,1,1,1,0,0,0,1,Biological mother,Once every half year,Rural area,1,1,1,1,0,0,0,1,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
9141,229,59,15,male,1,Finished elementary school,Finished elementary school,1,1,0,0,0,0,1,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f']",1
9144,229,59,15,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,1,1,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9146,229,59,15,female,0,Finished elementary school,Junior high school,1,1,0,1,0,0,1,1,Biological mother,Never,Rural area,1,1,0,1,0,0,0,0,l,l,l,1,3.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
9147,229,59,15,female,1,None,Junior high school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9150,229,59,15,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Once every half year,Towns outside the city/county,1,1,1,0,0,0,0,1,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9151,229,59,15,male,0,Finished elementary school,Junior high school,0,0,0,1,0,0,1,1,Grandfather on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,0,l,l,l,0,3.0,0,['sr_w_grand'],0
9152,229,59,15,female,0,Junior high school,Finished elementary school,0,0,0,1,0,0,1,1,Grandmother on mother's/father's side,More than once a week,Rural area,0,0,0,1,0,0,0,1,l,l,l,1,3.0,0,['sr_w_grand'],0
9153,229,59,15,male,1,Finished elementary school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9155,229,59,15,male,1,Finished elementary school,Finished elementary school,1,1,0,0,0,0,0,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f']",1
9157,229,59,15,male,1,Junior high school,Finished elementary school,0,1,1,0,0,0,1,1,Biological father,Never,Rural area,0,1,1,0,0,0,1,0,l,l,l,0,3.0,1,"['sr_w_f', 'sr_w_sib']",0
9158,229,59,15,female,1,Junior high school,Junior high school,1,1,1,0,0,0,1,1,Biological mother,More than once a week,Rural area,1,1,1,0,0,0,0,1,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9163,229,59,15,female,1,Junior high school,Junior high school,0,0,1,1,0,0,0,1,Grandfather on mother's/father's side,Once a year,Towns outside the city/county,0,0,1,1,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_sib', 'sr_w_grand']",0
9169,230,60,15,female,1,Finished elementary school,Junior high school,1,1,0,0,0,0,1,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f']",1
9172,230,60,15,female,1,Finished elementary school,Finished elementary school,1,1,0,0,0,0,1,0,Biological mother,Once a year,Rural area,1,1,0,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f']",1
9173,230,60,15,female,2,Junior high school,Junior high school,1,1,1,0,0,0,1,0,Biological mother,Once a year,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9177,230,60,15,male,1,Finished elementary school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f']",1
9181,230,60,15,female,1,Junior high school,Finished elementary school,1,1,1,0,0,0,0,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9182,230,60,15,female,1,Junior high school,Finished elementary school,0,0,0,1,0,0,0,0,Biological mother,Never,Rural area,0,0,0,1,0,0,0,0,l,l,l,1,3.0,1,['sr_w_grand'],0
9183,230,60,15,female,2,Junior high school,Junior high school,0,0,0,1,0,0,1,0,Grandmother on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,0,l,l,l,1,3.0,1,['sr_w_grand'],0
9184,230,60,15,female,2,Junior high school,Junior high school,1,1,1,0,0,0,1,0,Biological father,Never,Rural area,1,1,1,0,0,0,3,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9186,230,60,15,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9187,230,60,15,female,0,Finished elementary school,Finished elementary school,1,1,0,1,0,0,1,0,Biological father,Never,Rural area,1,1,0,1,0,0,0,0,l,l,l,1,3.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
9189,230,60,15,male,0,None,Finished elementary school,1,0,0,0,0,0,1,0,Biological mother,Never,Rural area,1,0,0,0,0,0,0,0,l,l,l,0,3.0,0,['sr_w_m'],0
9190,230,60,15,male,1,None,Finished elementary school,1,1,0,0,0,0,1,0,Biological father,Once a year,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f']",1
9192,230,60,15,female,1,Finished elementary school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f']",1
9198,230,60,15,female,1,Junior high school,Finished elementary school,1,1,1,0,0,0,1,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9199,230,60,15,female,1,Junior high school,Finished elementary school,0,0,0,1,0,0,0,0,Biological mother,Never,Rural area,0,0,0,1,0,0,0,0,l,l,l,1,3.0,1,['sr_w_grand'],0
9201,230,60,15,male,0,Junior high school,Junior high school,1,1,0,0,0,0,0,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,0,"['sr_w_m', 'sr_w_f']",1
9202,230,60,15,female,3,Junior high school,Junior high school,1,1,1,0,0,0,1,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9203,230,60,15,female,1,Finished elementary school,Finished elementary school,1,0,1,0,0,0,1,0,Biological mother,Never,Rural area,1,0,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_sib']",0
9205,230,60,15,male,0,Junior high school,Junior high school,0,0,0,0,1,0,0,0,Other relative female,Never,Rural area,0,0,0,0,1,0,0,0,l,l,l,0,3.0,0,['sr_w_othre'],0
9206,230,60,15,male,0,Finished elementary school,Finished elementary school,0,0,0,0,1,0,0,0,Other relative male,Never,Rural area,0,0,0,0,1,0,0,0,l,l,l,0,3.0,0,['sr_w_othre'],0
9207,231,60,15,male,1,Junior high school,Finished elementary school,1,1,1,0,0,0,1,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9208,231,60,15,male,2,Finished elementary school,Junior high school,0,0,1,1,0,0,0,0,Other relative male,Once every half year,Rural area,0,0,1,1,0,0,0,1,l,l,l,0,3.0,1,"['sr_w_sib', 'sr_w_grand']",0
9210,231,60,15,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,0,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9212,231,60,15,female,0,Technical secondary school or technical school,Vocational high school,1,1,0,0,0,0,1,0,Biological father,Once every half year,Rural area,1,1,0,0,0,0,0,1,m,m,m,1,3.0,0,"['sr_w_m', 'sr_w_f']",1
9215,231,60,15,female,1,Finished elementary school,Junior high school,1,1,1,0,0,0,1,0,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9216,231,60,15,male,0,Finished elementary school,Junior high school,1,1,0,0,0,0,1,0,Other relative female,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,0,"['sr_w_m', 'sr_w_f']",1
9217,231,60,15,female,1,Junior high school,Junior high school,0,0,0,1,0,0,0,0,Biological father,Once a year,Central area of the city/county,0,0,0,1,0,0,0,0,l,l,l,1,1.0,1,['sr_w_grand'],0
9220,231,60,15,female,0,Junior high school,Senior high school,0,0,0,1,1,0,0,0,Other relative female,Once every half year,Rural area,0,0,0,1,1,0,0,1,l,m,m,1,3.0,0,"['sr_w_grand', 'sr_w_othre']",0
9221,231,60,15,female,1,Junior high school,Junior high school,1,1,1,0,0,0,1,0,Biological father,Once every half year,Rural area,1,1,1,0,0,0,0,1,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9222,231,60,15,female,0,Junior high school,Junior high school,0,0,0,1,0,0,0,0,Biological mother,Never,Towns outside the city/county,0,0,0,1,0,0,0,0,l,l,l,1,2.0,0,['sr_w_grand'],0
9223,231,60,15,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,0,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9225,231,60,15,female,1,Junior high school,Junior high school,1,1,1,0,0,0,1,0,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9228,231,60,15,male,1,Finished elementary school,Finished elementary school,1,1,0,0,0,0,1,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f']",1
9229,231,60,15,female,1,Finished elementary school,None,1,1,0,0,0,0,1,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f']",1
9231,231,60,15,female,0,Junior high school,Finished elementary school,1,1,0,0,0,0,1,0,Biological mother,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,1,3.0,0,"['sr_w_m', 'sr_w_f']",1
9232,231,60,15,male,1,Junior high school,Junior high school,0,0,0,0,1,0,1,0,Biological father,Once a year,Rural area,0,0,0,0,1,0,0,0,l,l,l,0,3.0,1,['sr_w_othre'],0
9233,231,60,15,female,0,Junior high school,Junior high school,1,0,0,0,0,0,1,0,Biological mother,Once every half year,Rural area,1,0,0,0,0,0,0,1,l,l,l,1,3.0,0,['sr_w_m'],0
9235,231,60,15,female,1,Finished elementary school,Junior high school,0,1,1,0,0,1,1,0,Biological father,Never,Rural area,0,1,1,0,0,1,0,0,l,l,l,1,3.0,1,"['sr_w_f', 'sr_w_sib', 'sr_w_othnon']",0
9239,231,60,15,female,1,Junior high school,Junior high school,0,1,0,0,0,0,0,0,Biological father,Never,Rural area,0,1,0,0,0,0,0,0,l,l,l,1,3.0,1,['sr_w_f'],0
9244,231,60,15,male,0,Junior high school,Junior high school,1,1,0,1,0,0,0,0,Biological father,Never,Rural area,1,1,0,1,0,0,0,0,l,l,l,0,3.0,0,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
9245,232,60,15,female,1,Finished elementary school,Junior high school,1,1,0,0,0,0,0,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f']",1
9246,232,60,15,female,1,Finished elementary school,Senior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,m,m,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9247,232,60,15,female,1,Junior high school,Junior high school,1,1,1,1,0,0,1,1,Biological father,Never,Rural area,1,1,1,1,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
9249,232,60,15,female,0,Junior high school,Junior high school,0,1,0,1,0,0,0,1,Biological father,Once a month,Rural area,0,1,0,1,0,0,0,1,l,l,l,1,3.0,0,"['sr_w_f', 'sr_w_grand']",0
9250,232,60,15,male,0,Junior high school,Senior high school,1,1,0,0,0,0,0,1,Biological father,More than once a week,Rural area,1,1,0,0,0,0,0,1,l,m,m,0,3.0,0,"['sr_w_m', 'sr_w_f']",1
9252,232,60,15,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9253,232,60,15,male,2,Finished elementary school,Junior high school,1,0,0,0,0,0,0,1,Biological mother,Never,Rural area,1,0,0,0,0,0,0,0,l,l,l,0,3.0,1,['sr_w_m'],0
9256,232,60,15,male,1,Junior high school,Finished elementary school,0,0,0,1,0,0,0,1,Grandfather on mother's/father's side,More than once a week,Rural area,0,0,0,1,0,0,0,1,l,l,l,0,3.0,1,['sr_w_grand'],0
9257,232,60,15,female,1,Finished elementary school,Senior high school,1,1,1,1,0,0,1,1,Biological father,Never,Rural area,1,1,1,1,0,0,0,0,l,m,m,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
9258,232,60,15,female,0,None,None,1,0,1,1,0,0,1,1,Biological mother,Never,Rural area,1,0,1,1,0,0,0,0,l,l,l,1,3.0,0,"['sr_w_m', 'sr_w_sib', 'sr_w_grand']",0
9267,232,60,15,female,1,Junior high school,Junior high school,0,0,0,1,0,0,1,1,Biological father,Never,Rural area,0,0,0,1,0,0,0,0,l,l,l,1,3.0,1,['sr_w_grand'],0
9270,233,60,15,male,2,Finished elementary school,Finished elementary school,1,1,0,0,0,0,0,1,Biological father,Never,Rural area,1,1,0,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f']",1
9271,233,60,15,female,1,Junior high school,Junior high school,1,1,1,0,0,0,0,1,Biological mother,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9273,233,60,15,female,3,Junior high school,Senior high school,0,0,0,1,0,0,1,1,Biological father,Once a year,Central area of the city/county,0,0,0,1,0,0,0,0,l,m,m,1,1.0,1,['sr_w_grand'],0
9275,233,60,15,male,1,Junior high school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9279,233,60,15,male,0,None,Finished elementary school,1,1,0,0,0,0,0,1,Biological mother,Never,Central area of the city/county,1,1,0,0,0,0,0,0,l,l,l,0,1.0,0,"['sr_w_m', 'sr_w_f']",1
9280,233,60,15,male,1,Finished elementary school,Junior high school,1,1,1,1,0,0,0,1,Biological mother,Once every half year,Rural area,1,1,1,1,0,0,0,1,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib', 'sr_w_grand']",0
9283,233,60,15,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,1,1,Biological father,Never,Towns outside the city/county,1,1,1,0,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9284,233,60,15,female,1,Finished elementary school,Finished elementary school,1,1,0,1,0,0,1,1,Biological father,Never,Rural area,1,1,0,1,0,0,0,0,l,l,l,1,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_grand']",1
9285,233,60,15,female,2,Junior high school,Junior high school,0,0,0,1,0,0,1,1,Grandmother on mother's/father's side,Never,Rural area,0,0,0,1,0,0,0,0,l,l,l,1,3.0,1,['sr_w_grand'],0
9287,233,60,15,female,0,Finished elementary school,Finished elementary school,0,0,0,1,1,0,1,1,Biological father,Never,Rural area,0,0,0,1,1,0,0,0,l,l,l,1,3.0,0,"['sr_w_grand', 'sr_w_othre']",0
9290,233,60,15,female,1,Finished elementary school,Finished elementary school,1,1,1,0,0,0,1,1,Biological father,Never,The “rural-urban continuum” area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,2.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9291,233,60,15,male,1,Finished elementary school,Junior high school,1,1,1,0,0,0,1,1,Biological father,Never,Rural area,1,1,1,0,0,0,0,0,l,l,l,0,3.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9294,234,61,16,female,0,Technical secondary school or technical school,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,0,0,0,0,0,0,m,m,m,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
9297,234,61,16,female,0,Technical secondary school or technical school,Junior college,1,1,0,0,0,0,0,0,Biological mother,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,1,m,h,h,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
9299,234,61,16,male,1,Junior high school,Senior high school,1,0,1,1,0,0,0,0,Biological mother,Never,Outskirts of the city/county,1,0,1,1,0,0,0,0,l,m,m,0,2.0,1,"['sr_w_m', 'sr_w_sib', 'sr_w_grand']",0
9300,234,61,16,female,1,Junior high school,Finished elementary school,1,1,1,0,0,0,0,0,Biological father,Once a year,Central area of the city/county,1,1,1,0,0,0,0,0,l,l,l,1,1.0,1,"['sr_w_m', 'sr_w_f', 'sr_w_sib']",0
9303,234,61,16,female,0,Junior high school,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological father,Never,Central area of the city/county,1,1,0,0,0,0,0,0,l,m,m,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
9309,234,61,16,female,0,Technical secondary school or technical school,Technical secondary school or technical school,1,1,0,0,0,0,0,0,Biological father,Once every half year,Central area of the city/county,1,1,0,0,0,0,0,1,m,m,m,1,1.0,0,"['sr_w_m', 'sr_w_f']",1
